MinAngle,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.8,0.8,0.85,0.85,0.85,0.8,0.75,0.75,0.85,0.85,0.8,0.8,0.85,0.85,0.85,0.8,0.8,0.85,0.85,0.75,0.8,0.8,0.8,0.85,0.85,0.65,0.65,0.65,0.65,0.65,0.65,0.85,0.85,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.72,0.85,0.85,0.85,0.85,0.85,0.75,0.8,0.65,0.65,0.65,0.72
MetalValue,,,,5,,,5,5,,5,150,,,120,120,,,,,150,150,,,,,,70,70,90,,,,150,120,120,120,,,,,,,,,,,5,,5,5,,,,120,70,70,70,70,,150,120,,,,
PushBackMod,0.3,0.5,0.5,0.3,0.5,0.5,0.5,0.3,0.5,0.3,0.5,0.3,0.3,1,1,0.3,0.3,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.6,0.3,0.3,0.3,0.5,0.3,1,1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,1,0.3,0.3,0.3,0.3
RainFactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReplaceOnUseOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharpness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreeDamage,0,1,1,1,1,1,1,1,1,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,0,10,0,0,0,0
WeaponLength,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,,,0.65,0.65,,,,,0.4,0.4,,,,,0.7,0.65,0.65,,,,,0.4,0.5,0.65,0.65,,0.65,,,,,,,0.55,,0.5,,,,,0.68,0.55,0.38,0.55,0.55,0.7,0.55,0.55,0.4,0.65,,,,0.55
WeaponWeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weight,3,2,2,3,2,2.4,2,3,2,3,4,2,2,10,10,2,2.2,2,1,2,2,1.5,1.5,1,1,1.5,2.0,2.0,2,2.6,1.5,1.5,2,4,6,6,0.4,1.5,2,2.5,2,2,2,2,2,2,3,3,3,3,1,2,2,3,2.0,2.0,2.0,2.0,1.5,2,6,2,2,2,2.5
SplatBloodOnNoDeath,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
SplatNumber,1,1,1,3,1,2,2,3,1,3,,1,1,3,3,1,1,1,1,,,1,1,1,1,1,,,,1,1,2,,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,3,,,,,,,3,1,1,1,1
SplatSize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
BreakSound,BanjoBreak,BaseballBatBreak,BaseballBatBreak,GardenForkBaseballBatBreak,MetalBaseballBatBreak,MetalBaseballBatBreak,SpikedBaseballBatBreak,RakeHeadBaseballBatBreak,BaseballBatBreak,SpikedBaseballBatBreak,BoltCutterBreak,BroomBreak,BroomBarbedWireBreak,BucketMaceMetalBreak,BucketMaceWoodenBreak,CanoePaddleBreak,CanoePaddleDoubleBreak,CanoePaddleBreak,FishingRodBreak,CrowbarBreak,CrowbarBreak,HockeyStickBreak,NailSpikedFieldHockeyStickBreak,FishingRodBreak,FishingRodBreak,FishGaffHookBreak,GardenHoeBreak,GardenHoeBreak,GolfclubBreak,AcousticGuitarBreak,HockeyStickBreak,BarbedWireIceHockeyStickBreak,IronBarBreak,JawboneMorningstarBreak,KettleMaceMetalBreak,KettleMaceWoodenBreak,LacrosseStickBreak,LeafRakeBreak,PickAxeHandleBreak,LongHandleCanBreak,PickAxeHandleBreak,RakeHeadLongHandleBreak,LongMaceBreak,LongSpikedClubBreak,LongStickBreak,BroomBreak,ScrapMorningstarBreak,PlankBreak,SpikedPlankBreak,SpikedPlankBreak,PoolcueBreak,RakeBreak,SaplingBreak,ScrapWeaponRakeHeadBreak,ShovelBreak,ShovelBreak,SnowShovelBreak,ShovelBreak,ShovelBreak,SteelBarBreak,StoneMaulBreak,TableLegBreak,TableLegChainBreak,TableLegNailsBreak,WoodenStickCanBreak
DoorHitSound,BanjoHit,BaseballBatHit,BaseballBatHit,GardenForkBaseballBatHit,MetalBaseballBatHit,MetalBaseballBatHit,SpikedBaseballBatHit,RakeHeadBaseballBatHit,BaseballBatHit,SpikedBaseballBatHit,BoltCutterHit,BroomHit,BroomBarbedWireHit,BucketMaceMetalHit,BucketMaceWoodenHit,CanoePaddleHit,CanoePaddleDoubleHit,CanoePaddleHit,FishingRodHit,CrowbarHit,CrowbarHit,HockeyStickHit,NailSpikedFieldHockeyStickHit,FishingRodHit,FishingRodHit,FishGaffHookHit,GardenHoeHit,GardenHoeHit,GolfclubHit,AcousticGuitarHit,HockeyStickHit,BarbedWireIceHockeyStickHit,IronBarHit,JawboneMorningstarHit,KettleMaceMetalHit,KettleMaceWoodenHit,LacrosseStickHit,LeafRakeHit,PickAxeHandleHit,LongHandleCanHit,PickAxeHandleHit,RakeHeadLongHandleHit,LongMaceHit,LongSpikedClubHit,LongStickHit,BroomHit,ScrapMorningstarHit,PlankHit,SpikedPlankHit,SpikedPlankHit,PoolcueHit,RakeHit,SaplingHit,ScrapWeaponRakeHeadHit,ShovelHit,ShovelHit,SnowShovelHit,ShovelHit,PlankHit,SteelBarHit,StoneMaulHit,TableLegHit,TableLegChainHit,TableLegNailsHit,WoodenStickCanHit
DropSound,BanjoDrop,BaseballBatDrop,BaseballBatDrop,GardenForkBaseballBatDrop,MetalBaseballBatDrop,MetalBaseballBatDrop,SpikedBaseballBatDrop,RakeHeadBaseballBatDrop,BaseballBatDrop,SpikedBaseballBatDrop,BoltCutterDrop,BroomDrop,BroomBarbedWireDrop,BucketMaceMetalDrop,BucketMaceWoodenDrop,CanoePaddleDrop,CanoePaddleDoubleDrop,CanoePaddleDrop,FishingRodDrop,CrowbarDrop,CrowbarDrop,HockeyStickDrop,NailSpikedFieldHockeyStickDrop,FishingRodDrop,FishingRodDrop,FishGaffHookDrop,GardenHoeDrop,GardenHoeDrop,GolfclubDrop,AcousticGuitarDrop,HockeyStickDrop,BarbedWireIceHockeyStickDrop,IronBarDrop,JawboneMorningstarDrop,KettleMaceMetalDrop,KettleMaceWoodenDrop,LacrosseStickDrop,LeafRakeDrop,PickAxeHandleDrop,LongHandleCanDrop,PickAxeHandleDrop,RakeHeadLongHandleDrop,LongMaceDrop,LongSpikedClubDrop,LongStickDrop,BroomDrop,ScrapMorningstarDrop,PlankDrop,SpikedPlankDrop,SpikedPlankDrop,PoolcueDrop,RakeDrop,SaplingDrop,ScrapWeaponRakeHeadDrop,ShovelDrop,ShovelDrop,SnowShovelDrop,ShovelDrop,PlankDrop,SteelBarDrop,,TableLegDrop,TableLegChainDrop,TableLegNailsDrop,WoodenStickCanDrop
EquipSound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HitFloorSound,BanjoHit,BaseballBatHit,BaseballBatHit,GardenForkBaseballBatHit,MetalBaseballBatHit,MetalBaseballBatHit,SpikedBaseballBatHit,RakeHeadBaseballBatHit,BaseballBatHit,SpikedBaseballBatHit,BoltCutterHit,BroomHit,BroomBarbedWireHit,BucketMaceMetalHit,BucketMaceWoodenHit,CanoePaddleHit,CanoePaddleDoubleHit,CanoePaddleHit,FishingRodHit,CrowbarHit,CrowbarHit,HockeyStickHit,NailSpikedFieldHockeyStickHit,FishingRodHit,FishingRodHit,FishGaffHookHit,GardenHoeHit,GardenHoeHit,GolfclubHit,AcousticGuitarHit,HockeyStickHit,BarbedWireIceHockeyStickHit,IronBarHit,JawboneMorningstarHit,KettleMaceMetalHit,KettleMaceWoodenHit,LacrosseStickHit,LeafRakeHit,PickAxeHandleHit,LongHandleCanHit,PickAxeHandleHit,RakeHeadLongHandleHit,LongMaceHit,LongSpikedClubHit,LongStickHit,BroomHit,ScrapMorningstarHit,PlankHit,SpikedPlankHit,SpikedPlankHit,PoolcueHit,RakeHit,SaplingHit,ScrapWeaponRakeHeadHit,ShovelHit,ShovelHit,SnowShovelHit,ShovelHit,PlankHit,SteelBarHit,StoneMaulHit,TableLegHit,TableLegChainHit,TableLegNailsHit,WoodenStickCanHit
HitSound,BanjoHit,BaseballBatHit,BaseballBatHit,GardenForkBaseballBatHit,MetalBaseballBatHit,MetalBaseballBatHit,SpikedBaseballBatHit,RakeHeadBaseballBatHit,BaseballBatHit,SpikedBaseballBatHit,BoltCutterHit,BroomHit,BroomBarbedWireHit,BucketMaceHit,BucketMaceWoodenHit,CanoePaddleHit,CanoePaddleDoubleHit,CanoePaddleHit,FishingRodHit,CrowbarHit,CrowbarHit,HockeyStickHit,NailSpikedFieldHockeyStickHit,FishingRodHit,FishingRodHit,FishGaffHookHit,GardenHoeHit,GardenHoeHit,GolfclubHit,AcousticGuitarHit,HockeyStickHit,BarbedWireIceHockeyStickHit,IronBarHit,JawboneMorningstarHit,KettleMaceMetalHit,KettleMaceWoodenHit,LacrosseStickHit,LeafRakeHit,PickAxeHandleHit,LongHandleCanHit,PickAxeHandleHit,RakeHeadLongHandleHit,LongMaceHit,LongSpikedClubHit,LongStickHit,BroomHit,ScrapMorningstarHit,PlankHit,SpikedPlankHit,SpikedPlankHit,PoolcueHit,RakeHit,SaplingHit,ScrapWeaponRakeHeadHit,ShovelHit,ShovelHit,SnowShovelHit,ShovelHit,PlankHit,SteelBarHit,StoneMaulHit,TableLegHit,TableLegChainHit,TableLegNailsHit,WoodenStickCanHit
ImpactSound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoundMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwingSound,BanjoSwing,BaseballBatSwing,BaseballBatSwing,GardenForkBaseballBatSwing,MetalBaseballBatSwing,MetalBaseballBatSwing,SpikedBaseballBatSwing,RakeHeadBaseballBatSwing,BaseballBatSwing,SpikedBaseballBatSwing,BoltCutterSwing,BroomSwing,BroomBarbedWireSwing,BucketMaceMetalSwing,BucketMaceWoodenSwing,CanoePaddleSwing,CanoePaddleDoubleSwing,CanoePaddleSwing,FishingRodSwing,CrowbarSwing,CrowbarSwing,HockeyStickSwing,NailSpikedFieldHockeyStickSwing,FishingRodSwing,FishingRodSwing,FishGaffHookSwing,GardenHoeSwing,GardenHoeSwing,GolfclubSwing,AcousticGuitarSwing,HockeyStickSwing,BarbedWireIceHockeyStickSwing,IronBarSwing,JawboneMorningstarSwing,KettleMaceMetalSwing,KettleMaceWoodenSwing,LacrosseStickSwing,LeafRakeSwing,PickAxeHandleSwing,LongHandleCanSwing,PickAxeHandleSwing,RakeHeadLongHandleSwing,LongMaceSwing,LongSpikedClubSwing,LongStickSwing,BroomSwing,ScrapMorningstarSwing,PlankSwing,SpikedPlankSwing,SpikedPlankSwing,PoolcueSwing,RakeSwing,SaplingSwing,ScrapWeaponRakeHeadSwing,ShovelSwing,ShovelSwing,SnowShovelSwing,ShovelSwing,PlankSwing,SteelBarSwing,StoneMaulSwing,TableLegSwing,TableLegChainSwing,TableLegNailsSwing,WoodenStickCanSwing
UnequipSound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tooltip,,,,,,,,,,,,,,,,,,,,,,,,,Tooltip_BrokenRod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResearchableRecipes,,CanReinforceLongWeapon;MakeRakeHeadWeapon,SheetMetalWeapon;CanReinforceShortWeapon;CanReinforceWeapon,MakeGardenForkHeadWeapon;MakeRakeHeadWeapon;MakeSawbladeWeapon,,MakeSpikedBaseballBat;RailspikeBaseballBat,RailspikeBaseballBat,MakeGardenForkHeadWeapon;MakeSawbladeWeapon;MakeSpikedBaseballBat,CanReinforceLongWeapon,ForgeMaceHead;MakeSpikedClub;MakeSpikedCudgel,,BarbedWireWeapon,,,,,,,,,,MakeSawbladeWeapon,,MakeFishingRod,MakeFishingRod,,Forge_Garden_Hoe_Head,Forge_Garden_Hoe_Head,,,BarbedWireWeapon,MakeBarbedWire,,,,,,,CanReinforceLongWeapon;MakeRakeHeadWeapon,SheetMetalWeapon;CanReinforceShortWeapon;CanReinforceWeapon,MakeRailspikeLongHandle,MakeSawbladeLongHandle;MakeSpikedClub,ForgeMaceHead;MakeSpikedClub;MakeSpikedBaseballBat;MakeSpikedCudgel,ForgeMaceHead;MakeSpikedBaseballBat;MakeSpikedCudgel;MakeRailspikeLongHandle,,,MakeSpikedClub;MakeSpikedBaseballBat;MakeSpikedCudgel,MakeSawPlank,,MakeBrakeWeapon;MakeSawbladePlank,,MakeRakeHeadWeapon,,,MakeSpadeHeadCudgel,,,MakeSpadeHeadCudgel,,,Forge_Club_Hammer_Head;Forge_Sledgehammer_Head;MakeStoneMaulHead;MakeLargeStoneAxeHead;Forge_Pick_Axe_Head,,,,SheetMetalWeapon;CanReinforceShortWeapon;CanReinforceWeapon;CanReinforceLongWeapon
OnBreak,OnBreak.Banjo,OnBreak.BaseballBat,OnBreak.BaseballBat,OnBreak.BaseBallBat,,,OnBreak.BaseballBat,OnBreak.BaseballBat_RakeHead,OnBreak.BaseballBat,OnBreak.BaseballBat,,OnBreak.LongStick,OnBreak.LongStick,OnBreak.MetalPipe,OnBreak.LongHandle,OnBreak.LongHandle,OnBreak.CanoePadelX2,,,,,OnBreak.FieldHockeyStick,OnBreak.FieldHockeyStick,,,OnBreak.LongHandle,OnBreak.GardenHoe,OnBreak.GardenHoe,,OnBreak.GuitarAcoustic,OnBreak.LongStick,OnBreak.LongStick,,OnBreak.LongHandle,OnBreak.MetalPipe,OnBreak.LongHandle,OnBreak.LongStick,OnBreak.LongStick,OnBreak.LongHandle,OnBreak.LongHandle,OnBreak.LongHandle,OnBreak.LongHandle_RakeHead,OnBreak.LongHandle,OnBreak.LongHandle,OnBreak.LongStick,OnBreak.LongStick,,OnBreak.Plank,OnBreak.Plank,OnBreak.Plank,OnBreak.LongStick,OnBreak.Rake,OnBreak.Sapling,OnBreak.MetalPipe,OnBreak.HandleSpade,OnBreak.GardenTool,OnBreak.LongStick,OnBreak.Spade,OnBreak.LongStick,,OnBreak.StoneMaul,OnBreak.TableLeg,OnBreak.TableLeg,OnBreak.TableLeg,
OnCreate,,,,,,,,,,,,,,,,,,,Fishing.onCreateFishingRod,,,,,Fishing.onCreateFishingRod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
